,S.N,candidate_name,party_name,EVM Votes,Postal Votes,secured_votes,% of Votes,state_name,constituency_name,constituency_number
4272,10,DEVIDAS GOVINDRAO INGLE,I,1466,5,1471,0.13,Maharashtra,Nanded,16
4273,11,KALPANA SANJAY GAIKWAD,I,1305,5,1310,0.12,Maharashtra,Nanded,16
4274,12,KAUSAR SULTANA,I,1211,4,1215,0.11,Maharashtra,Nanded,16
4275,13,SAHEBRAO BHIVA GAJBHARE,I,1189,4,1193,0.11,Maharashtra,Nanded,16
4276,14,JAGDISH LAXMAN POTRE,I,960,3,963,0.09,Maharashtra,Nanded,16
4277,15,GAJANAN DATTRAMJI DHUMAL,I,948,2,950,0.08,Maharashtra,Nanded,16
4278,16,LAXMAN NAGORAO PATIL,I,921,2,923,0.08,Maharashtra,Nanded,16
4279,17,MAHARUDRA KESHAV POPLAITKAR,I,911,2,913,0.08,Maharashtra,Nanded,16
4280,18,RUKMINBAI SHANKARRAO GITE,B,897,6,903,0.08,Maharashtra,Nanded,16
4281,19,HARI PIRAJI BOYALE,B,877,1,878,0.08,Maharashtra,Nanded,16
4282,20,RATHOD SURESH GOPINATH,I,806,2,808,0.07,Maharashtra,Nanded,16
4283,21,KADAM SURAJ DEVENDRA,I,796,3,799,0.07,Maharashtra,Nanded,16
4284,22,RAHUL SURYAKANT YANGADE,B,734,3,737,0.07,Maharashtra,Nanded,16
4285,23,DNYANESHWAR RAOSAHEB KAPATE,I,679,2,681,0.06,Maharashtra,Nanded,16
4286,24,NOTA,N,3579,49,3628,0.32,Maharashtra,Nanded,16
4287,1,ADV GOWAAL KAGADA PADAVI,I,744879,1119,745998,53.53,Maharashtra,Nandurbar,1
4288,2,DR HEENA VIJAYKUMAR GAVIT,B,585847,1031,586878,42.11,Maharashtra,Nandurbar,1
4289,3,ANANDA SUKALAL KOLI,B,10628,16,10644,0.76,Maharashtra,Nandurbar,1
4290,4,SUSHILKUMAR JAHANGIR PAWARA,I,8878,9,8887,0.64,Maharashtra,Nandurbar,1
4291,5,NIRMALA VASAVE,P,6923,24,6947,0.5,Maharashtra,Nandurbar,1
4292,6,ROHIDAS GEMAJI VALVI,I,4941,6,4947,0.35,Maharashtra,Nandurbar,1
4293,7,HEMANT MANSARAM KOLI,V,4062,19,4081,0.29,Maharashtra,Nandurbar,1
4294,8,DEEPAKKUMAR MADHUKAR SHIRSATH,I,3567,4,3571,0.26,Maharashtra,Nandurbar,1
4295,9,RAVINDRA RANJIT VALVI,B,2608,17,2625,0.19,Maharashtra,Nandurbar,1
4296,10,JALAMSING SUTUM PAWAR,I,2583,4,2587,0.19,Maharashtra,Nandurbar,1
4297,11,GITANJALI SHASHIKANT KOLI,I,2372,9,2381,0.17,Maharashtra,Nandurbar,1
4298,12,NOTA,N,14108,15,14123,1.01,Maharashtra,Nandurbar,1
4299,1,RAJABHAU (PARAG) PRAKASH WAJE,S,614517,2212,616729,49.85,Maharashtra,Nashik,21
4300,2,GODSE HEMANT TUKARAM,S,453414,1314,454728,36.75,Maharashtra,Nashik,21
4301,3,KARAN PANDHARINATH GAIKAR,V,47114,79,47193,3.81,Maharashtra,Nashik,21
4302,4,SHANTIGIRIJI MAUNGIRIJI MAHARAJ,I,44415,109,44524,3.6,Maharashtra,Nashik,21
4303,5,ARUN MADHUKAR KALE,B,7698,53,7751,0.63,Maharashtra,Nashik,21
4304,6,CHANDRAKANT KESHAVRAO THAKUR,I,6607,1,6608,0.53,Maharashtra,Nashik,21
4305,7,AMOL SAMPATRAO KAMBLE,R,4980,17,4997,0.4,Maharashtra,Nashik,21
4306,8,DARSHANA AMOL MEDHE,P,4730,6,4736,0.38,Maharashtra,Nashik,21
4307,9,KANOJE PRAKASH GIRDHARI,I,3917,3,3920,0.32,Maharashtra,Nashik,21
4308,10,VAMAN MAHADEV SANGALE,D,3861,-,3861,0.31,Maharashtra,Nashik,21
4309,11,SUDHIR SHRIDHAR DESHMUKH,I,3162,5,3167,0.26,Maharashtra,Nashik,21
4310,12,JITENDRA NARESH BHABHE (JITENDRA BHAVE),I,3125,7,3132,0.25,Maharashtra,Nashik,21
4311,13,ARIF USMAN MANSURI,I,2538,5,2543,0.21,Maharashtra,Nashik,21
4312,14,GANESH BALASAHEB BORASTE,I,2403,1,2404,0.19,Maharashtra,Nashik,21
4313,15,JAYSHRI MAHENDRA PATIL,S,2398,28,2426,0.2,Maharashtra,Nashik,21
4314,16,SIDDHESHWARANAND SARASWATI,I,2378,10,2388,0.19,Maharashtra,Nashik,21
4315,17,SUSHAMA ABHIJIT GORANE,I,2258,2,2260,0.18,Maharashtra,Nashik,21
4316,18,KANTILAL KISAN JADHAV,A,2047,8,2055,0.17,Maharashtra,Nashik,21
4317,19,CHANDRABHAN AABAJI PURKAR,I,1888,2,1890,0.15,Maharashtra,Nashik,21
4318,20,YASHWANT VALU PARDHI,B,1867,7,1874,0.15,Maharashtra,Nashik,21
4319,21,KAILASH MARUTI CHAVAN,A,1686,17,1703,0.14,Maharashtra,Nashik,21
4320,22,KAMLAKAR BALASAHEB GAIKWAD,D,1639,7,1646,0.13,Maharashtra,Nashik,21
4321,23,DHANAJI ASHOK TOPALE,I,1376,-,1376,0.11,Maharashtra,Nashik,21
4322,24,BHAGYASHRI NITIN ADSUL,I,1242,2,1244,0.1,Maharashtra,Nashik,21
4323,25,SOPAN NIVRUTTI SOMWANSHI,I,1210,1,1211,0.1,Maharashtra,Nashik,21
4324,26,ADV. ZUNJAR MHASUJI AVHAD,B,1205,5,1210,0.1,Maharashtra,Nashik,21
4325,27,KOLAPPA HANUMANT DHOTRE,I,1198,2,1200,0.1,Maharashtra,Nashik,21
4326,28,TILOTTAMA SUNIL JAGTAP,I,654,2,656,0.05,Maharashtra,Nashik,21
4327,29,DEEPAK GAIKWAD,I,640,2,642,0.05,Maharashtra,Nashik,21
4328,30,SACHINRAJE DATTATREYA DEORE,I,549,2,551,0.04,Maharashtra,Nashik,21
4329,31,DEVIDAS PIRAJI SARKATE,I,392,2,394,0.03,Maharashtra,Nashik,21
4330,32,NOTA,N,6144,41,6185,0.5,Maharashtra,Nashik,21
4331,1,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,S,743597,5155,748752,58.45,Maharashtra,Osmanabad,40
4332,2,ARCHANA RANAJAGJITSINH PATIL,N,416699,2207,418906,32.7,Maharashtra,Osmanabad,40
4333,3,ANDHALKAR BHAUSAHEB RAOSAHEB,V,33221,181,33402,2.61,Maharashtra,Osmanabad,40
4334,4,GOVARDHAN SUBRAO NIMBALKAR,I,18947,19,18966,1.48,Maharashtra,Osmanabad,40
4335,5,DNYANESHWAR NAGANATHRAO KOLI,S,6459,13,6472,0.51,Maharashtra,Osmanabad,40
4336,6,KAKASAHEB SANDIPAN KHOT,I,5707,8,5715,0.45,Maharashtra,Osmanabad,40
4337,7,SANJAYKUMAR BHAGWAT WAGHMARE,B,5525,90,5615,0.44,Maharashtra,Osmanabad,40
4338,8,KAKA FULCHAND KAMBLE,I,4807,4,4811,0.38,Maharashtra,Osmanabad,40
4339,9,RAM HANUMANT SHENDAGE,I,3255,8,3263,0.25,Maharashtra,Osmanabad,40
4340,10,UMAJI PANDURANG GAIKWAD,I,3089,6,3095,0.24,Maharashtra,Osmanabad,40
4341,11,GORE NETAJI NAGNATH,D,2314,22,2336,0.18,Maharashtra,Osmanabad,40
4342,12,HANUMANT LAXMAN BONDAR,I,2170,2,2172,0.17,Maharashtra,Osmanabad,40
4343,13,NAVNATH DASHRATH UPALEKAR,I,2099,9,2108,0.16,Maharashtra,Osmanabad,40
4344,14,SIDDIK IBRAHIM BAUDIWALE ALIAS GOLABHAI,A,2052,8,2060,0.16,Maharashtra,Osmanabad,40
4345,15,ARJUN (DADA) SALGAR,I,1923,12,1935,0.15,Maharashtra,Osmanabad,40
4346,16,ARYANRAJE KISANRAO SHINDE,R,1852,35,1887,0.15,Maharashtra,Osmanabad,40
4347,17,SHAIKH NAUSHAD IQBAL,S,1671,15,1686,0.13,Maharashtra,Osmanabad,40
4348,18,SHAMRAO HARIBHAU PAWAR,S,1492,17,1509,0.12,Maharashtra,Osmanabad,40
4349,19,YOGIRAJ ANANTA TAMBE,I,1326,10,1336,0.1,Maharashtra,Osmanabad,40
4350,20,SOMNATH NANASAHEB KAMBLE,I,1262,6,1268,0.1,Maharashtra,Osmanabad,40
4351,21,BHORE NITIN KHANDU,I,1195,9,1204,0.09,Maharashtra,Osmanabad,40
4352,22,MANOHAR ANANDRAO PATIL,I,1182,8,1190,0.09,Maharashtra,Osmanabad,40
4353,23,NAVNATH VISHWANATH DUDHAL,V,1123,12,1135,0.09,Maharashtra,Osmanabad,40
4354,24,NITESH SHIVAJI PAWAR,H,1060,19,1079,0.08,Maharashtra,Osmanabad,40
4355,25,ADV. VISHVJEET VIJAYKUMAR SHINDE,A,855,10,865,0.07,Maharashtra,Osmanabad,40
4356,26,SHAYANI NAVANATH JADHAV,I,779,3,782,0.06,Maharashtra,Osmanabad,40
4357,27,NITIN NAGNATH GAIKWAD,I,729,2,731,0.06,Maharashtra,Osmanabad,40
4358,28,ADV. BHAUSAHEB ANIL BELURE,I,675,2,677,0.05,Maharashtra,Osmanabad,40
4359,29,VILAS BHAGWAT GHADGE,I,604,6,610,0.05,Maharashtra,Osmanabad,40
4360,30,SAMEERSINGH RAMESHCHANDRA SALVI,I,591,3,594,0.05,Maharashtra,Osmanabad,40
4361,31,RAJKUMAR SAHEBRAO PATIL,I,589,4,593,0.05,Maharashtra,Osmanabad,40
4362,32,NOTA,N,4250,48,4298,0.34,Maharashtra,Osmanabad,40
4363,1,DR. HEMANT VISHNU SAVARA,B,600208,1036,601244,43.69,Maharashtra,Palghar,22
4364,2,BHARTI BHARAT KAMDI,S,416822,1116,417938,30.37,Maharashtra,Palghar,22
4365,3,RAJESH RAGHUNATH PATIL,B,254011,506,254517,18.5,Maharashtra,Palghar,22
4366,4,BHARAT SAMJI VANGA,B,15425,40,15465,1.12,Maharashtra,Palghar,22
4367,5,MEENA KISHOR BHAD,I,14223,12,14235,1.03,Maharashtra,Palghar,22
4368,6,VIJAYA RAJKUMAR MHATRE,V,10882,54,10936,0.79,Maharashtra,Palghar,22
4369,7,MOHAN BARAKU GUHE,B,10737,24,10761,0.78,Maharashtra,Palghar,22
4370,8,DINKAR DATTATRAYA WADHAN,I,10672,15,10687,0.78,Maharashtra,Palghar,22
4371,9,AMAR KISAN KAVALE,I,9806,15,9821,0.71,Maharashtra,Palghar,22
4372,10,COMRADE RAHUL MEDHA,M,7061,24,7085,0.51,Maharashtra,Palghar,22
4373,11,NOTA,N,23312,73,23385,1.7,Maharashtra,Palghar,22
4374,1,JADHAV SANJAY ( BANDU ) HARIBHAU,S,596871,4472,601343,45.17,Maharashtra,Parbhani,17
4375,2,JANKAR MAHADEV JAGANNATH,R,463764,3518,467282,35.1,Maharashtra,Parbhani,17
4376,3,PANJAB UTTAMRAO DAKH,V,95394,573,95967,7.21,Maharashtra,Parbhani,17
4377,4,DR. GOVARDHAN BHIWAJI KHANDAGALE,B,15355,40,15395,1.16,Maharashtra,Parbhani,17
4378,5,KAMBLE SHIVAJI DEVAJI,I,11050,10,11060,0.83,Maharashtra,Parbhani,17
4379,6,ALAMGIR MOHAMMAD KHAN,B,10972,90,11062,0.83,Maharashtra,Parbhani,17
4380,7,SAMIR GANESHRAO DUDHGAONKAR,I,10951,105,11056,0.83,Maharashtra,Parbhani,17
4381,8,KRUSHNA TRIMBAKRAO PAWAR,I,10145,9,10154,0.76,Maharashtra,Parbhani,17
4382,9,KAILAS BALIRAM PAWAR (NAIK),B,9487,33,9520,0.72,Maharashtra,Parbhani,17
4383,10,PROF. DR. VILAS BANSIDHAR TANGADE,I,8814,6,8820,0.66,Maharashtra,Parbhani,17
4384,11,ARJUN DNYANOBA BHISE,I,6915,8,6923,0.52,Maharashtra,Parbhani,17
4385,12,COMRADE RAJAN KSHIRSAGAR,C,6627,22,6649,0.5,Maharashtra,Parbhani,17
4386,13,KISHORKUMAR PRAKASH SHINDE,I,6547,1,6548,0.49,Maharashtra,Parbhani,17
4387,14,KISHORE RADHAKISHAN DHAGE,I,5446,34,5480,0.41,Maharashtra,Parbhani,17
4388,15,SAYED IRSHAD ALI SAYYED LAYAKH ALI,S,4629,15,4644,0.35,Maharashtra,Parbhani,17
4389,16,DASHARATH PRABHKAR RATHOD,M,4354,40,4394,0.33,Maharashtra,Parbhani,17
4390,17,KARBHARI KUNDLIK MITHE,I,4268,8,4276,0.32,Maharashtra,Parbhani,17
4391,18,APPASAHEB OMKAR KADAM,I,3883,8,3891,0.29,Maharashtra,Parbhani,17
4392,19,SHRIRAM BANSILAL JADHAV,J,3617,11,3628,0.27,Maharashtra,Parbhani,17
4393,20,COMRADE GANPAT BHISE,I,3589,15,3604,0.27,Maharashtra,Parbhani,17
4394,21,DNYANESHWAR JAGANNATH DAHIBHATE,I,3538,1,3539,0.27,Maharashtra,Parbhani,17
4395,22,ANIL MANIKRAO MUDGALKAR,I,3531,2,3533,0.27,Maharashtra,Parbhani,17
4396,23,GOVIND BHAIYYA RAMRAO DESHMUKH,I,3452,7,3459,0.26,Maharashtra,Parbhani,17
4397,24,SUBHASH DATTARAV JAVLE,I,3429,5,3434,0.26,Maharashtra,Parbhani,17
4398,25,RAJABHAU SHESHRAO KAKDE,I,3299,3,3302,0.25,Maharashtra,Parbhani,17
4399,26,RAJENDRA RAMDAS ATKAL,I,2807,5,2812,0.21,Maharashtra,Parbhani,17
4400,27,SAYYD ABDUL SATTAR AJIJ,I,2646,4,2650,0.2,Maharashtra,Parbhani,17
4401,28,SHAIKH SALEEM SHAIKH IBRAHIM,A,2617,2,2619,0.2,Maharashtra,Parbhani,17
4402,29,SANGEETA VYAKANTRAO GIRI,S,2324,15,2339,0.18,Maharashtra,Parbhani,17
4403,30,ADV. VINOD CHHAGANRAO AMBHORE,B,2017,24,2041,0.15,Maharashtra,Parbhani,17
4404,31,VIJAY ANNASAHEB THOMBARE,I,1957,2,1959,0.15,Maharashtra,Parbhani,17
4405,32,VISHNUDAS SHIVAJI BHOSALE,I,1856,4,1860,0.14,Maharashtra,Parbhani,17
4406,33,MUSTAFA MAINODDIN SHAIKH,I,1298,4,1302,0.1,Maharashtra,Parbhani,17
4407,34,BOBADE SAKHARAM PADEGAONKAR,I,1244,2,1246,0.09,Maharashtra,Parbhani,17
4408,35,NOTA,N,3306,79,3385,0.25,Maharashtra,Parbhani,17
4409,1,MURLIDHAR MOHOL,B,584171,557,584728,52.94,Maharashtra,Pune,34
4410,2,DHANGEKAR RAVINDRA HEMRAJ,I,461409,281,461690,41.8,Maharashtra,Pune,34
4411,3,VASANT (TATYA) MORE,V,31991,21,32012,2.9,Maharashtra,Pune,34
4412,4,RANPISE PRASHANT DADARAM,B,3969,5,3974,0.36,Maharashtra,Pune,34
4413,5,CHORMALE SANDIP SOPAN,I,1644,1,1645,0.15,Maharashtra,Pune,34
4414,6,GORAKH NARAYAN GHODKE,I,1451,-,1451,0.13,Maharashtra,Pune,34
4415,7,KIRAN LAXMAN RAYKAR,I,1052,-,1052,0.1,Maharashtra,Pune,34
4416,8,ANIS ARASHID SUNDAKE,A,859,1,860,0.08,Maharashtra,Pune,34
4417,9,SACHIN DATTATRAY DHANKUDE,I,788,1,789,0.07,Maharashtra,Pune,34
4418,10,YUVRAJ CHANDRAKANT LIMBOLE,R,698,-,698,0.06,Maharashtra,Pune,34
4419,11,DR. DEVYANI PANDIT,I,645,5,650,0.06,Maharashtra,Pune,34
4420,12,NARENDRA DNYANESHWAR PAWTEKAR,I,533,1,534,0.05,Maharashtra,Pune,34
4421,13,SAGAR SAMBHAJI PORE,I,515,-,515,0.05,Maharashtra,Pune,34
4422,14,SURESH DNYANOBA PATIL,S,437,-,437,0.04,Maharashtra,Pune,34
4423,15,AMBORE MANJUNATH MARUTI,I,433,-,433,0.04,Maharashtra,Pune,34
4424,16,ASHWINI PRATIBHA KHAIRNAR,I,412,3,415,0.04,Maharashtra,Pune,34
4425,17,VIJAY VINAYAK JAGTAP,I,382,-,382,0.03,Maharashtra,Pune,34
4426,18,HEMANT BABURAV KOLEKAR ALIAS HEMANT PATIL,A,374,1,375,0.03,Maharashtra,Pune,34
4427,19,NEERAJ SUNIL KAMTHAN,H,351,-,351,0.03,Maharashtra,Pune,34
4428,20,MANOJ LAXMAN VETAL,B,351,1,352,0.03,Maharashtra,Pune,34
4429,21,KAMBLE MILIND,B,344,3,347,0.03,Maharashtra,Pune,34
4430,22,CHANDRAKANT PARMESHWAR SAWANT,I,314,-,314,0.03,Maharashtra,Pune,34
4431,23,SHABBIR SAJJANBHAI TAMBOLI,I,313,-,313,0.03,Maharashtra,Pune,34
4432,24,SANJAY LAXMAN KENDALE,I,311,-,311,0.03,Maharashtra,Pune,34
4433,25,JOHNSON VASANT KOLHAPURE,I,304,1,305,0.03,Maharashtra,Pune,34
4434,26,ADV. YOGESH MAKANE,I,298,1,299,0.03,Maharashtra,Pune,34
4435,27,SUBROTO ROY,E,293,1,294,0.03,Maharashtra,Pune,34
4436,28,DR. BALASAHEB ARJUN POL,I,259,-,259,0.02,Maharashtra,Pune,34
4437,29,VIJAYALAXMI SHRIKANT SINDAGI,R,239,1,240,0.02,Maharashtra,Pune,34
4438,30,MAHESH DASHRATH MHASKE,I,229,2,231,0.02,Maharashtra,Pune,34
4439,31,YABES ALIAS AMOL SHAMUVEL TUJARE,I,223,-,223,0.02,Maharashtra,Pune,34
4440,32,VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR),I,183,2,185,0.02,Maharashtra,Pune,34
4441,33,BABA SALIM SAYYED,I,163,1,164,0.01,Maharashtra,Pune,34
4442,34,BAGBAN SALEEM ABDUL RAZZAQUE,I,146,-,146,0.01,Maharashtra,Pune,34
4443,35,ZNYOSHO VIJAYPRAKASH,I,138,-,138,0.01,Maharashtra,Pune,34
4444,36,NOTA,N,7449,11,7460,0.68,Maharashtra,Pune,34
4445,1,TATKARE SUNIL DATTATREY,N,506529,1823,508352,50.17,Maharashtra,Raigad,32
4446,2,ANANT GEETE,S,423137,2431,425568,42,Maharashtra,Raigad,32
4447,3,KUMUDINI RAVINDRA CHAVAN,V,19500,118,19618,1.94,Maharashtra,Raigad,32
4448,4,SHRINIVAS SATYANARAYAN MATTAPARTI,I,9379,15,9394,0.93,Maharashtra,Raigad,32
4449,5,AMIT SHRIPAL KAWADE,I,5603,31,5634,0.56,Maharashtra,Raigad,32
4450,6,ANANT BALOJI GITE,I,3485,30,3515,0.35,Maharashtra,Raigad,32
4451,7,NITIN JAGANNATH MAYEKAR,I,2548,12,2560,0.25,Maharashtra,Raigad,32
4452,8,CHAULE PANDURANG DAMODAR,I,2394,23,2417,0.24,Maharashtra,Raigad,32
4453,9,ANANT PADMA GITE,I,2001,39,2040,0.2,Maharashtra,Raigad,32
4454,10,COL PRAKASHRAO CHAVAN,B,1863,76,1939,0.19,Maharashtra,Raigad,32
4455,11,KOLI MANGESH PADMAKAR,I,1797,23,1820,0.18,Maharashtra,Raigad,32
4456,12,ADV AJAY UPADHYE,I,1756,39,1795,0.18,Maharashtra,Raigad,32
4457,13,ANJANI ASHWIN KELKAR,I,1325,25,1350,0.13,Maharashtra,Raigad,32
4458,14,NOTA,N,27188,82,27270,2.69,Maharashtra,Raigad,32
4459,1,Shyamkumar (Babalu) Daulat Barve,I,611894,1131,613025,48.94,Maharashtra,Ramtek,9
4460,2,RAJU DEONATH PARVE,S,535234,1023,536257,42.81,Maharashtra,Ramtek,9
4461,3,SANDIP SAHADEO MESHRAM,B,26003,95,26098,2.08,Maharashtra,Ramtek,9
4462,4,KISHORE UTTAMRAO GAJBHIYE,I,24324,59,24383,1.95,Maharashtra,Ramtek,9
4463,5,AJAY BAKARAM CHAVAN,I,6021,5,6026,0.48,Maharashtra,Ramtek,9
4464,6,SANVIDHAN G LOKHANDE,B,5810,4,5814,0.46,Maharashtra,Ramtek,9
4465,7,ROSHANI ATUL GAJBHIYE,G,5108,29,5137,0.41,Maharashtra,Ramtek,9
4466,8,GOWARDHAN DEORAO KUMBHARE,V,3750,16,3766,0.3,Maharashtra,Ramtek,9
4467,9,ARVIND SHIVAJI TANDEKAR,I,3208,7,3215,0.26,Maharashtra,Ramtek,9
4468,10,SANJAY VASANTRAO BORKAR,M,1983,9,1992,0.16,Maharashtra,Ramtek,9
4469,11,SHANKAR CHINTAMAN CHAHANDE,V,1858,26,1884,0.15,Maharashtra,Ramtek,9
4470,12,ADV BHIMRAO SHENDE,B,1811,7,1818,0.15,Maharashtra,Ramtek,9
4471,13,GAIKWAD MANJUSHA SACHIN,A,1760,13,1773,0.14,Maharashtra,Ramtek,9
4472,14,ASHISH BHAURAO SARODE,B,1600,20,1620,0.13,Maharashtra,Ramtek,9
4473,15,PRAMOD SHRIPAT KHOBRAGADE,A,1337,3,1340,0.11,Maharashtra,Ramtek,9
4474,16,UMESH RAJU KHADSE,R,1223,6,1229,0.1,Maharashtra,Ramtek,9
4475,17,SIDDHARTH GADIJI PATIL,P,975,2,977,0.08,Maharashtra,Ramtek,9
4476,18,PREMKUMAR DASHRATH GAJBHARE,I,921,4,925,0.07,Maharashtra,Ramtek,9
4477,19,RIDDHESHWAR ANANDRAO BELEY,R,908,5,913,0.07,Maharashtra,Ramtek,9
4478,20,BHOJRAJ TUKARAM SARODE,J,881,7,888,0.07,Maharashtra,Ramtek,9
4479,21,VILAS SHRIPAT KHADSE,I,857,3,860,0.07,Maharashtra,Ramtek,9
4480,22,SUBHASH LOKHANDE,I,849,1,850,0.07,Maharashtra,Ramtek,9
4481,23,KARTIK GENDLALJI DOKE,I,844,3,847,0.07,Maharashtra,Ramtek,9
4482,24,ADV ULHAS SHALIKRAM DUPARE,I,780,1,781,0.06,Maharashtra,Ramtek,9
4483,25,LAROKAR SURESH PUNDLIK,I,693,5,698,0.06,Maharashtra,Ramtek,9
4484,26,SUNIL UTTAMRAO SALVE,I,649,2,651,0.05,Maharashtra,Ramtek,9
4485,27,GOWARDHAN NAMDEO SOMDEVE,I,509,2,511,0.04,Maharashtra,Ramtek,9
4486,28,VILAS GANESH ZODAPE,I,402,5,407,0.03,Maharashtra,Ramtek,9
4487,29,NOTA,N,7769,58,7827,0.62,Maharashtra,Ramtek,9
4488,1,NARAYAN TATU RANE,B,445339,3175,448514,49.07,Maharashtra,Ratnagiri- Sindhudurg,46
4489,2,VINAYAK BHAURAO RAUT,S,396524,4132,400656,43.83,Maharashtra,Ratnagiri- Sindhudurg,46
4490,3,VINAYAK LAVU RAUT,I,15769,57,15826,1.73,Maharashtra,Ratnagiri- Sindhudurg,46
4491,4,MARUTI RAMACHANDRA JOSHI,V,9873,166,10039,1.1,Maharashtra,Ratnagiri- Sindhudurg,46
4492,5,AAYARE RAJENDRA LAHU,B,7796,60,7856,0.86,Maharashtra,Ratnagiri- Sindhudurg,46
4493,6,SHAKIL SAWANT,I,6373,22,6395,0.7,Maharashtra,Ratnagiri- Sindhudurg,46
4494,7,TAMBADE AMRUT ANANT (RAJAPURKAR),I,5563,19,5582,0.61,Maharashtra,Ratnagiri- Sindhudurg,46
4495,8,ASHOK GANGARAM PAWAR,B,5244,36,5280,0.58,Maharashtra,Ratnagiri- Sindhudurg,46
4496,9,SURESH GOVINDRAO SHINDE,S,2209,38,2247,0.25,Maharashtra,Ratnagiri- Sindhudurg,46
4497,10,NOTA,N,11516,127,11643,1.27,Maharashtra,Ratnagiri- Sindhudurg,46
4498,1,KHADSE RAKSHA NIKHIL,B,629558,1321,630879,53.84,Maharashtra,Raver,4
4499,2,SHRIRAM DAYARAM PATIL,N,358030,666,358696,30.61,Maharashtra,Raver,4
4500,3,ER. SANJAY PANDIT BRAMHANE,V,59001,119,59120,5.05,Maharashtra,Raver,4
4501,4,EKNATH NAGO SALUNKE,I,43957,25,43982,3.75,Maharashtra,Raver,4
4502,5,GULAB DAYARAM BHIL,B,9622,22,9644,0.82,Maharashtra,Raver,4
4503,6,MAMTA ALIAS MUMTAJ BHIKARI TADVI,I,7874,10,7884,0.67,Maharashtra,Raver,4
4504,7,VIJAY RAMKRUSHNA KALE,B,7551,26,7577,0.65,Maharashtra,Raver,4
4505,8,VASANT SHANKAR KOLTE,I,6713,5,6718,0.57,Maharashtra,Raver,4
4506,9,PRAVIN LAXMAN PATIL,I,6087,5,6092,0.52,Maharashtra,Raver,4
4507,10,YUVRAJ DEVSING BARELA,I,5131,4,5135,0.44,Maharashtra,Raver,4
4508,11,ASHOK BABURAO JADHAV,P,4686,4,4690,0.4,Maharashtra,Raver,4
4509,12,SHRIRAM SITARAM PATIL,I,4264,5,4269,0.36,Maharashtra,Raver,4
4510,13,JITENDRA PANDURANG PATIL,I,3582,5,3587,0.31,Maharashtra,Raver,4
4511,14,SANJAY PRALHAD KANDELKAR,I,2954,7,2961,0.25,Maharashtra,Raver,4
4512,15,SAGAR PRABHAKAR PATIL,I,2932,3,2935,0.25,Maharashtra,Raver,4
4513,16,SANJAYKUMAR LAXMAN WANKHEDE,R,2277,5,2282,0.19,Maharashtra,Raver,4
4514,17,ANIL PITAMBAR WAGH (SIR),I,2265,13,2278,0.19,Maharashtra,Raver,4
4515,18,PROF. DR. ASHISH SUBHASH JADHAV,I,1919,8,1927,0.16,Maharashtra,Raver,4
4516,19,BHIVRAJ RAMDAS RAYSINGE,I,1807,2,1809,0.15,Maharashtra,Raver,4
4517,20,KOMALBAI BAPURAO PATIL,I,1424,5,1429,0.12,Maharashtra,Raver,4
4518,21,SHAIKH AABID SHAIKH BASHIR,I,1035,5,1040,0.09,Maharashtra,Raver,4
4519,22,AMIT HARIBHAU KOLTE,I,980,1,981,0.08,Maharashtra,Raver,4
4520,23,DR. YOGENDRA VITTHAL KOLTE,I,900,2,902,0.08,Maharashtra,Raver,4
4521,24,SHRIRAM OMKAR PATIL,I,743,6,749,0.06,Maharashtra,Raver,4
4522,25,NOTA,N,4073,27,4100,0.35,Maharashtra,Raver,4
4523,1,VISHAL (DADA) PRAKASHBAPU PATIL,I,569651,2015,571666,48.91,Maharashtra,Sangli,44
4524,2,SANJAY (KAKA) PATIL,B,469392,2221,471613,40.35,Maharashtra,Sangli,44
4525,3,CHANDRAHAR SUBHASH PATIL,S,60115,745,60860,5.21,Maharashtra,Sangli,44
4526,4,ALLAUDDIN HAYATCHAND KAZI,I,9269,13,9282,0.79,Maharashtra,Sangli,44
4527,5,PRAKASH SHIVAJIRAO SHENDGE,I,8150,101,8251,0.71,Maharashtra,Sangli,44
4528,6,PANDURANG RAOSAHEB BHOSALE,B,5518,47,5565,0.48,Maharashtra,Sangli,44
4529,7,TIPUSULATAN SIKANDAR PATAVEGAR,B,5502,58,5560,0.48,Maharashtra,Sangli,44
4530,8,MAHESH YASHWANT KHARADE,S,5491,30,5521,0.47,Maharashtra,Sangli,44
4531,9,RAVINDRA CHANDAR SOLANKAR,I,3649,9,3658,0.31,Maharashtra,Sangli,44
4532,10,ANAND SHANKAR NALAGE,B,3531,9,3540,0.3,Maharashtra,Sangli,44
4533,11,SHASHIKANT GAUTAM DESHMUKH,I,3143,12,3155,0.27,Maharashtra,Sangli,44
4534,12,SATISH LALITA KRISHNA KADAM,H,2851,8,2859,0.24,Maharashtra,Sangli,44
4535,13,SUWARNATAI SUDHAKAR GAYAKWAD,I,1925,12,1937,0.17,Maharashtra,Sangli,44
4536,14,DATTATRAY PANDIT PATIL,I,1468,1,1469,0.13,Maharashtra,Sangli,44
4537,15,TOUHID ILAHI MOMIN,I,1460,-,1460,0.12,Maharashtra,Sangli,44
4538,16,AJIT DHANAJI KHANDARE,I,1380,18,1398,0.12,Maharashtra,Sangli,44
